job_title,salary_usd,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,job_demand_period,skill_AWS,skill_Azure,skill_Computer Vision,skill_Data Visualization,skill_Deep Learning,skill_Docker,skill_GCP,skill_Git,skill_Hadoop,skill_Java,skill_Kubernetes,skill_Linux,skill_MLOps,skill_Mathematics,skill_NLP,skill_PyTorch,skill_Python,skill_R,skill_SQL,skill_Scala,skill_Spark,skill_Statistics,skill_Tableau,skill_TensorFlow,high_paying
AI Scientist,229143.6,Executive,Freelance,France,Medium,France,50,Doctorate,13,Healthcare,2024-01-26,2024-02-22,2212,0.8399999999999999,AI Innovations,27,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AI Engineer,168619.0,Executive,Contract,South Korea,Large,Sweden,100,Bachelor,13,Retail,2024-04-15,2024-06-20,1208,0.11999999999999988,Cognitive Computing,66,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
AI Scientist,74941.0,Senior,Full-time,Finland,Small,Finland,0,Bachelor,9,Manufacturing,2024-04-18,2024-06-04,511,0.020000000000000018,TechCorp Inc,47,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
AI Specialist,127028.0,Executive,Full-time,South Korea,Small,Japan,0,Bachelor,17,Education,2024-01-28,2024-02-16,1234,0.20000000000000018,Advanced Robotics,19,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
AI Scientist,87598.25,Entry-level,Freelance,United Kingdom,Small,India,50,Doctorate,0,Education,2024-10-13,2024-11-19,1514,0.6399999999999999,Machine Intelligence Group,37,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
AI Specialist,107230.0,Senior,Contract,Australia,Small,Australia,50,Associate,9,Real Estate,2024-12-11,2025-01-30,1226,0.11999999999999988,Autonomous Tech,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
AI Engineer,200260.0,Executive,Part-time,Australia,Large,Australia,0,Master,10,Retail,2025-03-31,2025-04-29,724,0.26,Neural Networks Co,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Data Engineer,82992.6,Entry-level,Freelance,Netherlands,Small,Netherlands,100,Associate,0,Real Estate,2025-01-25,2025-03-21,1166,0.5,Machine Intelligence Group,55,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
AI Engineer,116023.39,Mid-level,Contract,United Kingdom,Large,Denmark,0,Associate,4,Energy,2025-03-27,2025-05-25,1542,0.44000000000000017,Smart Analytics,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
AI Engineer,74956.0,Senior,Contract,Austria,Small,France,0,Associate,6,Automotive,2024-12-25,2025-01-24,1186,0.41999999999999993,DeepTech Ventures,30,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
AI Scientist,77688.0,Mid-level,Part-time,India,Medium,India,50,Doctorate,4,Government,2024-10-15,2024-11-16,1748,0.8800000000000001,AI Innovations,32,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
AI Scientist,254532.0,Executive,Freelance,United States,Large,United States,100,Associate,13,Transportation,2024-05-09,2024-06-18,1752,0.9600000000000002,Advanced Robotics,40,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AI Scientist,55604.0,Mid-level,Part-time,India,Small,India,100,Associate,3,Technology,2025-04-22,2025-06-23,2236,0.72,Autonomous Tech,62,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Data Engineer,71047.8,Entry-level,Part-time,Netherlands,Medium,Switzerland,0,Doctorate,1,Energy,2024-05-25,2024-06-12,2319,0.9199999999999999,Algorithmic Solutions,18,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
AI Manager,345399.0,Executive,Full-time,Switzerland,Medium,India,0,Bachelor,11,Automotive,2024-02-24,2024-05-03,1298,0.8,TechCorp Inc,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
AI Engineer,88041.0,Mid-level,Full-time,Ireland,Large,Norway,100,Associate,3,Healthcare,2025-03-16,2025-05-28,639,0.3800000000000001,Future Systems,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
AI Specialist,107509.68000000001,Senior,Freelance,Netherlands,Small,Netherlands,50,Doctorate,5,Gaming,2024-05-17,2024-06-02,1116,0.040000000000000036,Autonomous Tech,16,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
AI Engineer,80527.0,Entry-level,Part-time,Sweden,Large,Sweden,100,Doctorate,1,Telecommunications,2025-01-27,2025-02-15,1817,0.2400000000000002,Advanced Robotics,19,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Senior Data Scientist,47400.0,Entry-level,Full-time,India,Medium,India,100,Bachelor,0,Consulting,2024-05-17,2024-07-24,1886,0.4800000000000002,Cloud AI Solutions,68,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
AI Engineer,81817.0,Entry-level,Freelance,Singapore,Medium,India,50,Doctorate,1,Government,2024-05-15,2024-06-01,1556,0.9600000000000002,Advanced Robotics,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Data Analyst,91384.0,Senior,Part-time,China,Medium,China,0,Bachelor,7,Manufacturing,2024-01-28,2024-03-07,1187,0.8200000000000001,AI Innovations,39,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AI Scientist,160192.08000000002,Executive,Part-time,France,Large,France,50,Associate,16,Telecommunications,2025-01-24,2025-02-18,2254,0.4800000000000002,Algorithmic Solutions,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1
Data Engineer,66643.56,Entry-level,Contract,Germany,Small,Germany,0,Master,1,Technology,2024-09-25,2024-10-15,1531,0.9000000000000001,AI Innovations,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AI Specialist,69265.0,Mid-level,Full-time,South Korea,Small,South Korea,100,Doctorate,2,Gaming,2024-06-16,2024-07-15,1991,0.18000000000000016,Autonomous Tech,29,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
AI Engineer,145735.0,Mid-level,Freelance,United States,Large,United States,0,Master,2,Education,2024-03-24,2024-05-26,867,0.3400000000000001,AI Innovations,63,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
AI Specialist,71304.0,Mid-level,Contract,Austria,Large,Austria,0,Associate,4,Gaming,2024-10-09,2024-11-28,1870,0.040000000000000036,Neural Networks Co,50,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
AI Engineer,239973.84000000003,Executive,Part-time,Netherlands,Medium,Netherlands,0,Associate,12,Media,2024-05-05,2024-06-06,562,0.6600000000000001,Machine Intelligence Group,32,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
AI Manager,81473.0,Entry-level,Freelance,Denmark,Medium,Denmark,50,Associate,0,Technology,2024-04-26,2024-06-06,1881,0.6600000000000001,Advanced Robotics,41,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
AI Engineer,72279.0,Entry-level,Contract,Netherlands,Large,Netherlands,50,Master,1,Real Estate,2024-11-01,2024-12-20,1398,0.020000000000000018,Future Systems,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
AI Manager,111857.0,Entry-level,Part-time,Switzerland,Large,Norway,50,Doctorate,0,Government,2024-08-25,2024-10-11,1519,0.4800000000000002,Algorithmic Solutions,47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
AI Manager,71615.0,Entry-level,Part-time,Australia,Medium,Switzerland,100,Master,0,Real Estate,2024-12-02,2025-01-05,2153,0.6600000000000001,Autonomous Tech,34,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AI Engineer,37004.0,Entry-level,Full-time,Japan,Medium,France,50,Master,0,Finance,2025-01-15,2025-01-31,1382,0.45999999999999996,Advanced Robotics,16,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Data Scientist,67679.0,Mid-level,Freelance,Ireland,Medium,Ireland,0,Associate,4,Manufacturing,2025-01-25,2025-03-05,1631,0.20000000000000018,Smart Analytics,39,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
AI Scientist,106188.84000000001,Entry-level,Part-time,Netherlands,Large,Netherlands,0,Master,1,Education,2024-04-15,2024-05-12,2197,1.0,TechCorp Inc,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
AI Engineer,66890.0,Mid-level,Freelance,China,Large,China,50,Associate,3,Real Estate,2024-04-30,2024-05-21,558,0.52,Autonomous Tech,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
AI Scientist,34254.0,Entry-level,Full-time,Japan,Small,Norway,0,Bachelor,0,Telecommunications,2024-11-10,2024-11-26,630,0.4800000000000002,TechCorp Inc,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
AI Engineer,108680.0,Mid-level,Freelance,Australia,Medium,Australia,0,Master,4,Energy,2024-10-23,2024-12-26,627,0.54,Cloud AI Solutions,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
AI Engineer,169077.24000000002,Executive,Freelance,France,Large,United Kingdom,0,Bachelor,15,Healthcare,2024-11-16,2024-12-17,2080,0.21999999999999997,Digital Transformation LLC,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
AI Scientist,76580.0,Mid-level,Contract,Austria,Medium,Austria,0,Doctorate,4,Retail,2024-06-07,2024-07-08,2153,0.20000000000000018,DeepTech Ventures,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
AI Specialist,115840.8,Senior,Contract,Netherlands,Small,Switzerland,0,Associate,7,Gaming,2024-08-01,2024-09-20,1850,0.40000000000000013,Algorithmic Solutions,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
AI Manager,253076.0,Executive,Contract,Canada,Large,Canada,50,Bachelor,12,Finance,2024-01-12,2024-02-20,650,0.040000000000000036,Algorithmic Solutions,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
AI Engineer,151030.0,Executive,Freelance,Japan,Small,Japan,0,Bachelor,18,Media,2024-10-22,2024-12-10,1461,0.72,AI Innovations,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1
AI Manager,67664.0,Mid-level,Freelance,Ireland,Large,Ireland,50,Doctorate,4,Manufacturing,2024-03-19,2024-05-11,622,0.40000000000000013,DeepTech Ventures,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AI Scientist,70676.28,Entry-level,Contract,France,Small,France,100,Doctorate,1,Government,2024-09-11,2024-09-26,1022,0.30000000000000004,Digital Transformation LLC,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AI Engineer,69554.0,Mid-level,Part-time,Singapore,Small,Singapore,0,Master,4,Media,2024-06-24,2024-07-26,1410,0.9600000000000002,Digital Transformation LLC,32,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
Senior Data Scientist,180580.0,Senior,Full-time,Denmark,Large,South Korea,100,Associate,8,Manufacturing,2024-10-17,2024-12-27,2147,0.21999999999999997,TechCorp Inc,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1
Data Engineer,216814.0,Executive,Part-time,Norway,Medium,Norway,100,Doctorate,17,Manufacturing,2024-11-29,2025-01-05,557,0.3600000000000001,Predictive Systems,37,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Data Analyst,59594.0,Mid-level,Full-time,Japan,Large,South Korea,100,Associate,2,Manufacturing,2024-07-14,2024-09-25,949,0.020000000000000018,Cognitive Computing,73,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AI Specialist,155806.0,Executive,Part-time,Austria,Large,Switzerland,100,Master,13,Retail,2024-06-02,2024-08-08,1384,0.28000000000000025,Predictive Systems,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
AI Scientist,138630.0,Executive,Full-time,Ireland,Large,Ireland,50,Master,11,Gaming,2024-06-26,2024-09-03,1451,0.11999999999999988,TechCorp Inc,69,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
AI Engineer,51596.0,Entry-level,Freelance,Austria,Large,Austria,50,Bachelor,0,Finance,2024-10-06,2024-10-24,1280,0.3600000000000001,AI Innovations,18,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AI Specialist,134033.0,Mid-level,Part-time,United States,Large,France,100,Doctorate,3,Technology,2025-03-19,2025-05-26,2493,0.18000000000000016,Future Systems,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
AI Specialist,265032.0,Executive,Freelance,Denmark,Medium,Denmark,0,Bachelor,17,Telecommunications,2024-12-02,2025-01-12,1305,0.28000000000000025,DataVision Ltd,41,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1
Data Engineer,123743.0,Senior,Part-time,Canada,Medium,Canada,0,Bachelor,6,Consulting,2024-03-01,2024-03-30,1931,0.20000000000000018,Smart Analytics,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Data Engineer,161413.0,Executive,Part-time,Finland,Medium,Finland,0,Associate,18,Technology,2025-03-19,2025-04-10,2427,0.020000000000000018,Advanced Robotics,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
Data Analyst,84655.0,Mid-level,Freelance,Australia,Large,Israel,0,Bachelor,4,Consulting,2024-03-24,2024-05-12,800,0.020000000000000018,Neural Networks Co,49,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
AI Scientist,126250.92000000001,Senior,Contract,Germany,Small,Germany,0,Master,5,Technology,2024-02-19,2024-03-24,1262,0.3800000000000001,TechCorp Inc,34,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
AI Engineer,53427.0,Mid-level,Freelance,China,Medium,China,100,Associate,2,Government,2025-01-07,2025-03-20,1531,0.8800000000000001,Predictive Systems,72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Data Scientist,171533.0,Executive,Freelance,South Korea,Medium,South Korea,0,Associate,10,Manufacturing,2024-01-10,2024-02-17,1006,0.3800000000000001,Digital Transformation LLC,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1
AI Specialist,80591.0,Mid-level,Part-time,Australia,Medium,Australia,50,Associate,3,Healthcare,2024-05-04,2024-06-03,1771,0.3400000000000001,Cognitive Computing,30,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
AI Scientist,158344.87,Mid-level,Full-time,United Kingdom,Large,United Kingdom,100,Associate,2,Gaming,2024-06-30,2024-08-05,1928,0.08000000000000007,Quantum Computing Inc,36,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
Senior Data Scientist,123565.0,Senior,Freelance,United States,Medium,United States,100,Doctorate,7,Automotive,2025-04-25,2025-05-15,1262,0.20000000000000018,DataVision Ltd,20,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
AI Scientist,51369.0,Mid-level,Contract,Japan,Small,Japan,0,Bachelor,4,Finance,2025-03-04,2025-03-26,541,0.40000000000000013,TechCorp Inc,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
AI Engineer,46307.0,Entry-level,Full-time,Austria,Small,Austria,0,Associate,1,Energy,2024-05-05,2024-06-26,1707,0.11999999999999988,Algorithmic Solutions,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Data Analyst,131397.0,Executive,Contract,China,Medium,China,0,Associate,18,Consulting,2024-08-04,2024-10-09,2442,0.4800000000000002,Predictive Systems,66,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
AI Engineer,86866.0,Mid-level,Full-time,Singapore,Small,Singapore,100,Associate,2,Energy,2024-02-20,2024-03-29,1712,0.8,Predictive Systems,38,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AI Engineer,121431.96,Senior,Freelance,Germany,Small,China,0,Master,7,Government,2024-06-25,2024-08-18,743,0.6399999999999999,Smart Analytics,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
Senior Data Scientist,48555.0,Mid-level,Part-time,Japan,Small,Switzerland,100,Associate,3,Transportation,2024-02-11,2024-03-04,1085,0.6800000000000002,Quantum Computing Inc,22,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Data Scientist,185228.0,Senior,Contract,Switzerland,Medium,Switzerland,0,Associate,9,Transportation,2024-03-05,2024-04-11,2106,0.8600000000000003,TechCorp Inc,37,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
AI Engineer,141183.0,Senior,Full-time,France,Medium,Netherlands,100,Doctorate,9,Gaming,2025-04-20,2025-05-06,1424,0.6200000000000001,Advanced Robotics,16,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
AI Engineer,84899.0,Senior,Freelance,Austria,Medium,United States,100,Bachelor,7,Energy,2024-01-21,2024-02-25,1292,0.6200000000000001,Machine Intelligence Group,35,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AI Engineer,90698.0,Entry-level,Freelance,Norway,Large,Norway,0,Associate,0,Finance,2024-03-27,2024-04-14,1918,0.8200000000000001,Machine Intelligence Group,18,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
AI Engineer,42723.0,Entry-level,Freelance,Austria,Large,Austria,50,Doctorate,1,Transportation,2025-01-11,2025-02-18,2393,0.6000000000000001,Advanced Robotics,38,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AI Engineer,194415.0,Senior,Contract,Switzerland,Medium,Switzerland,0,Doctorate,5,Gaming,2024-05-13,2024-06-29,601,0.52,TechCorp Inc,47,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
AI Scientist,55666.0,Mid-level,Contract,Ireland,Medium,Ireland,100,Associate,4,Manufacturing,2024-01-20,2024-02-06,2160,0.2400000000000002,Neural Networks Co,17,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
AI Scientist,45357.0,Entry-level,Full-time,South Korea,Small,South Korea,0,Doctorate,1,Technology,2025-04-30,2025-07-06,1836,0.14000000000000012,DeepTech Ventures,67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
AI Engineer,118243.0,Senior,Contract,India,Large,Australia,100,Bachelor,9,Media,2024-01-08,2024-03-18,895,0.7600000000000002,Advanced Robotics,70,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
AI Scientist,83190.0,Entry-level,Full-time,Denmark,Large,Denmark,100,Associate,0,Finance,2024-03-07,2024-03-27,1696,0.72,Cognitive Computing,20,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Data Analyst,39623.0,Entry-level,Freelance,Ireland,Medium,France,0,Doctorate,1,Healthcare,2024-03-09,2024-05-12,1485,0.3800000000000001,Smart Analytics,64,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
AI Engineer,115201.0,Senior,Contract,Austria,Large,Austria,100,Bachelor,6,Education,2024-11-28,2024-12-14,756,0.94,DataVision Ltd,16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
AI Engineer,89865.0,Senior,Full-time,Japan,Small,Ireland,0,Bachelor,5,Healthcare,2025-01-12,2025-02-15,1015,0.8600000000000003,AI Innovations,34,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
AI Engineer,138014.28,Senior,Full-time,Netherlands,Medium,Netherlands,50,Master,7,Energy,2024-07-26,2024-09-08,2053,0.06000000000000005,AI Innovations,44,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1
AI Engineer,69867.0,Entry-level,Freelance,Canada,Medium,Canada,0,Bachelor,1,Media,2025-04-27,2025-07-01,1729,0.8800000000000001,TechCorp Inc,65,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Data Engineer,43768.0,Entry-level,Freelance,Ireland,Large,Ireland,0,Doctorate,1,Automotive,2024-03-30,2024-05-08,795,0.72,Digital Transformation LLC,39,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
AI Engineer,77837.0,Mid-level,Full-time,Israel,Medium,Israel,0,Bachelor,4,Education,2025-04-08,2025-06-12,1959,0.6200000000000001,TechCorp Inc,65,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
AI Scientist,64883.0,Mid-level,Freelance,Finland,Small,Finland,0,Bachelor,2,Real Estate,2024-07-13,2024-09-04,1203,0.8399999999999999,Predictive Systems,53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
AI Engineer,208533.96000000002,Executive,Full-time,France,Medium,France,50,Doctorate,16,Real Estate,2025-01-03,2025-02-23,880,0.56,Smart Analytics,51,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
AI Engineer,80531.0,Mid-level,Part-time,Canada,Large,France,100,Associate,4,Technology,2024-06-13,2024-07-23,808,0.6399999999999999,Cognitive Computing,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
AI Engineer,270089.0,Executive,Contract,Denmark,Medium,Austria,100,Master,12,Healthcare,2024-08-16,2024-10-17,2446,0.7000000000000002,Advanced Robotics,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
Senior Data Scientist,52287.0,Entry-level,Part-time,Austria,Medium,Switzerland,0,Bachelor,1,Government,2024-06-27,2024-08-26,2440,0.32000000000000006,Predictive Systems,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
AI Manager,129203.64000000001,Senior,Freelance,Germany,Large,Germany,0,Doctorate,7,Transportation,2024-07-23,2024-08-26,1907,0.6200000000000001,Quantum Computing Inc,34,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
AI Specialist,156888.36000000002,Senior,Contract,Netherlands,Large,Netherlands,100,Master,6,Consulting,2024-09-23,2024-11-03,2071,0.8,Cognitive Computing,41,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
AI Engineer,132273.0,Executive,Part-time,Japan,Small,Japan,0,Doctorate,13,Finance,2025-03-04,2025-04-18,519,0.0,Autonomous Tech,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
AI Specialist,126627.0,Executive,Freelance,China,Large,China,0,Bachelor,16,Media,2025-03-05,2025-04-10,2409,1.0,DataVision Ltd,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
AI Engineer,324312.0,Executive,Part-time,Norway,Medium,Denmark,100,Master,15,Retail,2024-10-19,2024-12-06,725,0.020000000000000018,TechCorp Inc,48,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
AI Engineer,110752.92000000001,Senior,Freelance,France,Medium,France,100,Master,7,Gaming,2024-01-09,2024-03-17,2213,0.9000000000000001,DeepTech Ventures,68,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
AI Engineer,90490.04000000001,Entry-level,Contract,United Kingdom,Large,United Kingdom,0,Associate,1,Technology,2024-08-06,2024-08-27,640,0.18000000000000016,Predictive Systems,21,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
AI Scientist,292604.0,Executive,Freelance,Australia,Large,Australia,50,Associate,14,Media,2025-04-05,2025-06-10,632,0.3800000000000001,Machine Intelligence Group,66,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
AI Engineer,109995.0,Senior,Contract,Singapore,Medium,Singapore,0,Doctorate,8,Energy,2025-03-21,2025-05-30,1809,0.21999999999999997,AI Innovations,70,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
Data Engineer,105632.64000000001,Mid-level,Contract,France,Medium,Canada,50,Associate,4,Finance,2025-04-01,2025-04-22,806,0.6399999999999999,AI Innovations,21,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1
Data Scientist,55495.0,Entry-level,Part-time,South Korea,Medium,South Korea,100,Bachelor,0,Technology,2024-03-17,2024-05-25,957,0.45999999999999996,Autonomous Tech,69,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
AI Scientist,109109.16,Mid-level,Full-time,France,Medium,France,0,Master,3,Telecommunications,2024-03-08,2024-05-13,1383,0.41999999999999993,DeepTech Ventures,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
